Department,ID,Date,Description,Qty,Retail,Subtotal,Discount,Tax,Total
Bread,845847,1/26/2024,Food For Life Ezekiel Pocket Bread,1,4.29,4.29,0.21,0,4.08
Bread,845847,1/26/2024,Food For Life Ezekiel Pocket Bread,1,4.29,4.29,0.21,0,4.08
Bread,846835,2/5/2024,Food For Life Ezekiel Pocket Bread,1,4.29,4.29,0,0,4.29
Bread,846835,2/5/2024,Food For Life Ezekiel Pocket Bread,1,4.29,4.29,0,0,4.29
Bread,848666,2/23/2024,Food For Life Ezekiel Pocket Bread,1,4.29,4.29,1.07,0,3.22
Bread,848702,2/23/2024,Food For Life Ezekiel Pocket Bread,1,4.29,4.29,0.21,0,4.08
Bread,849330,3/1/2024,Food For Life Ezekiel Pocket Bread,1,4.29,4.29,1.07,0,3.22
Bread,843840,1/4/2024,Food For Life Ezekiel  Sesame Bread,1,7.79,7.79,0.78,0,7.01
Bread,844703,1/13/2024,Food For Life Ezekiel  Sesame Bread,1,7.79,7.79,0.39,0,7.4
Bread,845148,1/18/2024,Food For Life Ezekiel  Sesame Bread,1,7.79,7.79,1.71,0,6.08
Bread,845502,1/22/2024,Food For Life Ezekiel  Sesame Bread,1,7.79,7.79,0.39,0,7.4
Bread,848720,2/24/2024,Food For Life Ezekiel  Sesame Bread,1,7.79,7.79,0,0,7.79
Bread,848924,2/26/2024,Food For Life Ezekiel  Sesame Bread,1,7.79,7.79,0,0,7.79
Bread,849141,2/28/2024,Food For Life Ezekiel  Sesame Bread,1,7.79,7.79,0.39,0,7.4
Bread,849473,3/2/2024,Food For Life Ezekiel  Sesame Bread,1,7.79,7.79,0.39,0,7.4
Bread,849577,3/3/2024,Food For Life Ezekiel  Sesame Bread,1,7.79,7.79,1.32,0,6.47
Bread,852028,3/29/2024,Food For Life Ezekiel  Sesame Bread,1,7.79,7.79,0.39,0,7.4
Bread,852456,4/3/2024,Food For Life Ezekiel  Sesame Bread,1,7.79,7.79,0.39,0,7.4
Bread,852860,4/6/2024,Food For Life Ezekiel  Sesame Bread,1,7.79,7.79,0.39,0,7.4
Bread,853683,4/15/2024,Food For Life Ezekiel  Sesame Bread,1,7.79,7.79,0.39,0,7.4
Bread,843870,1/4/2024,Food For Life Ezekiel Sprouted Grain Bread 24oz,1,7.79,7.79,1.17,0,6.62
Bread,843909,1/4/2024,Food For Life Ezekiel Sprouted Grain Bread 24oz,1,7.79,7.79,1.17,0,6.62
Bread,844633,1/12/2024,Food For Life Ezekiel Sprouted Grain Bread 24oz,1,7.79,7.79,1.95,0,5.84
Bread,844800,1/15/2024,Food For Life Ezekiel Sprouted Grain Bread 24oz,1,7.79,7.79,0.39,0,7.4
Bread,844852,1/15/2024,Food For Life Ezekiel Sprouted Grain Bread 24oz,1,7.79,7.79,0,0,7.79
Bread,844871,1/15/2024,Food For Life Ezekiel Sprouted Grain Bread 24oz,1,7.79,7.79,0.39,0,7.4
Bread,845248,1/19/2024,Food For Life Ezekiel Sprouted Grain Bread 24oz,1,7.79,7.79,0.39,0,7.4
Bread,846851,2/5/2024,Food For Life Ezekiel Sprouted Grain Bread 24oz,1,7.79,7.79,0.39,0,7.4
Bread,847031,2/6/2024,Food For Life Ezekiel Sprouted Grain Bread 24oz,1,7.79,7.79,0.39,0,7.4
Bread,847048,2/7/2024,Food For Life Ezekiel Sprouted Grain Bread 24oz,1,7.79,7.79,0.39,0,7.4
Bread,847124,2/7/2024,Food For Life Ezekiel Sprouted Grain Bread 24oz,1,7.79,7.79,0.39,0,7.4
Bread,847683,2/13/2024,Food For Life Ezekiel Sprouted Grain Bread 24oz,1,7.79,7.79,0.39,0,7.4
Bread,848166,2/18/2024,Food For Life Ezekiel Sprouted Grain Bread 24oz,1,7.79,7.79,0.39,0,7.4
Bread,848329,2/19/2024,Food For Life Ezekiel Sprouted Grain Bread 24oz,1,7.79,7.79,0.39,0,7.4
Bread,848344,2/20/2024,Food For Life Ezekiel Sprouted Grain Bread 24oz,1,7.79,7.79,0.39,0,7.4
Bread,848618,2/22/2024,Food For Life Ezekiel Sprouted Grain Bread 24oz,1,7.79,7.79,0.39,0,7.4
Bread,849131,2/28/2024,Food For Life Ezekiel Sprouted Grain Bread 24oz,1,7.79,7.79,0.78,0,7.01
Bread,849354,3/1/2024,Food For Life Ezekiel Sprouted Grain Bread 24oz,1,7.79,7.79,0.39,0,7.4
Bread,849490,3/2/2024,Food For Life Ezekiel Sprouted Grain Bread 24oz,1,7.79,7.79,0,0,7.79
Bread,849962,3/7/2024,Food For Life Ezekiel Sprouted Grain Bread 24oz,1,7.79,7.79,0.39,0,7.4
Bread,849974,3/7/2024,Food For Life Ezekiel Sprouted Grain Bread 24oz,1,7.79,7.79,0.39,0,7.4
Bread,850131,3/9/2024,Food For Life Ezekiel Sprouted Grain Bread 24oz,1,7.79,7.79,0,0,7.79
Bread,850356,3/12/2024,Food For Life Ezekiel Sprouted Grain Bread 24oz,1,7.79,7.79,0.39,0,7.4
Bread,850495,3/13/2024,Food For Life Ezekiel Sprouted Grain Bread 24oz,1,7.79,7.79,0.39,0,7.4
Bread,850882,3/17/2024,Food For Life Ezekiel Sprouted Grain Bread 24oz,1,7.79,7.79,0.39,0,7.4
Bread,851646,3/25/2024,Food For Life Ezekiel Sprouted Grain Bread 24oz,1,7.79,7.79,0.39,0,7.4
Bread,851802,3/27/2024,Food For Life Ezekiel Sprouted Grain Bread 24oz,1,7.79,7.79,1.71,0,6.08
Bread,851909,3/28/2024,Food For Life Ezekiel Sprouted Grain Bread 24oz,1,7.79,7.79,0.39,0,7.4
Bread,852027,3/29/2024,Food For Life Ezekiel Sprouted Grain Bread 24oz,1,7.79,7.79,0,0,7.79
Bread,852386,4/2/2024,Food For Life Ezekiel Sprouted Grain Bread 24oz,1,7.79,7.79,0.39,0,7.4
Bread,852729,4/6/2024,Food For Life Ezekiel Sprouted Grain Bread 24oz,1,7.79,7.79,0.39,0,7.4
Bread,853330,4/11/2024,Food For Life Ezekiel Sprouted Grain Bread 24oz,1,7.79,7.79,1.71,0,6.08
Bread,844367,1/10/2024,Alvarado St. Cinnamon Raisin Bagels,1,8.69,8.69,0.43,0,8.26
Bread,844367,1/10/2024,Alvarado St. Cinnamon Raisin Bagels,1,8.69,8.69,0.43,0,8.26
Bread,845834,1/26/2024,Alvarado St. Cinnamon Raisin Bagels,1,8.69,8.69,0.43,0,8.26
Bread,845834,1/26/2024,Alvarado St. Cinnamon Raisin Bagels,1,8.69,8.69,0.43,0,8.26
Bread,845888,1/26/2024,Alvarado St. Cinnamon Raisin Bagels,1,8.69,8.69,0.43,0,8.26
Bread,847821,2/14/2024,Alvarado St. Cinnamon Raisin Bagels,1,8.69,8.69,1.3,0,7.39
Bread,847821,2/14/2024,Alvarado St. Cinnamon Raisin Bagels,1,8.69,8.69,1.3,0,7.39
Bread,850315,3/11/2024,Alvarado St. Cinnamon Raisin Bagels,1,8.69,8.69,0.43,0,8.26
Bread,852472,4/3/2024,Alvarado St. Cinnamon Raisin Bagels,1,8.69,8.69,0,0,8.69
Bread,844369,1/10/2024,Alvarado St. Onion Poppyseed Bagels,1,8.69,8.69,0.43,0,8.26
Bread,845027,1/17/2024,Alvarado St. Onion Poppyseed Bagels,1,8.69,8.69,0.43,0,8.26
Bread,845035,1/17/2024,Alvarado St. Onion Poppyseed Bagels,1,8.69,8.69,0.43,0,8.26
Bread,849444,3/2/2024,Alvarado St. Onion Poppyseed Bagels,1,8.69,8.69,0,0,8.69
Bread,850315,3/11/2024,Alvarado St. Onion Poppyseed Bagels,1,8.69,8.69,0.43,0,8.26
Bread,844056,1/6/2024,Food For Life Ezekiel Tortillas Large,1,4.79,4.79,0.24,0,4.55
Bread,844710,1/13/2024,Food For Life Ezekiel Tortillas Large,1,4.79,4.79,0,0,4.79
Bread,844751,1/14/2024,Food For Life Ezekiel Tortillas Large,1,4.79,4.79,0.24,0,4.55
Bread,845706,1/25/2024,Food For Life Ezekiel Tortillas Large,1,4.79,4.79,0.24,0,4.55
Bread,845746,1/25/2024,Food For Life Ezekiel Tortillas Large,1,4.79,4.79,0.48,0,4.31
Bread,845753,1/25/2024,Food For Life Ezekiel Tortillas Large,1,4.79,4.79,0.48,0,4.31
Bread,845753,1/25/2024,Food For Life Ezekiel Tortillas Large,1,4.79,4.79,0.48,0,4.31
Bread,845888,1/26/2024,Food For Life Ezekiel Tortillas Large,1,4.79,4.79,0.24,0,4.55
Bread,846075,1/28/2024,Food For Life Ezekiel Tortillas Large,1,4.79,4.79,0.24,0,4.55
Bread,846492,2/1/2024,Food For Life Ezekiel Tortillas Large,1,4.79,4.79,0,0,4.79
Bread,848886,2/25/2024,Food For Life Ezekiel Tortillas Large,1,5.19,5.19,0.26,0,4.93
Bread,849430,3/2/2024,Food For Life Ezekiel Tortillas Large,1,5.19,5.19,0.26,0,4.93
Bread,849762,3/5/2024,Food For Life Ezekiel Tortillas Large,1,5.19,5.19,0.26,0,4.93
Bread,850026,3/8/2024,Food For Life Ezekiel Tortillas Large,1,5.19,5.19,0.26,0,4.93
Bread,850026,3/8/2024,Food For Life Ezekiel Tortillas Large,1,5.19,5.19,0.26,0,4.93
Bread,850295,3/11/2024,Food For Life Ezekiel Tortillas Large,1,5.19,5.19,0.26,0,4.93
Bread,850565,3/14/2024,Food For Life Ezekiel Tortillas Large,1,5.19,5.19,0.26,0,4.93
Bread,850883,3/17/2024,Food For Life Ezekiel Tortillas Large,1,5.19,5.19,0.26,0,4.93
Bread,851257,3/21/2024,Food For Life Ezekiel Tortillas Large,1,5.19,5.19,0.52,0,4.67
Bread,851630,3/25/2024,Food For Life Ezekiel Tortillas Large,1,5.19,5.19,0.26,0,4.93
Bread,851630,3/25/2024,Food For Life Ezekiel Tortillas Large,1,5.19,5.19,0.26,0,4.93
Bread,851717,3/26/2024,Food For Life Ezekiel Tortillas Large,1,5.19,5.19,0.26,0,4.93
Bread,852669,4/5/2024,Food For Life Ezekiel Tortillas Large,1,5.19,5.19,0.26,0,4.93
Bread,844056,1/6/2024,Food For Life Tortillas Sprouted Corn,1,5.79,5.79,0.29,0,5.5
Bread,845353,1/21/2024,Food For Life Tortillas Sprouted Corn,1,5.79,5.79,0.29,0,5.5
Bread,845353,1/21/2024,Food For Life Tortillas Sprouted Corn,1,5.79,5.79,0.29,0,5.5
Bread,846638,2/3/2024,Food For Life Tortillas Sprouted Corn,1,5.79,5.79,0.29,0,5.5
Bread,847462,2/10/2024,Food For Life Tortillas Sprouted Corn,1,5.79,5.79,0.29,0,5.5
Bread,847462,2/10/2024,Food For Life Tortillas Sprouted Corn,1,5.79,5.79,0.29,0,5.5
Bread,847462,2/10/2024,Food For Life Tortillas Sprouted Corn,1,5.79,5.79,0.29,0,5.5
Bread,847637,2/12/2024,Food For Life Tortillas Sprouted Corn,1,5.79,5.79,0,0,5.79
Bread,847901,2/15/2024,Food For Life Tortillas Sprouted Corn,1,5.79,5.79,0,0,5.79
Bread,849717,3/5/2024,Food For Life Tortillas Sprouted Corn,1,5.79,5.79,0.58,0,5.21
Bread,852162,3/30/2024,Food For Life Tortillas Sprouted Corn,1,5.79,5.79,0.29,0,5.5
Bread,852509,4/4/2024,Food For Life Tortillas Sprouted Corn,1,5.79,5.79,0,0,5.79
Bread,845240,1/19/2024,Berlin Pizza Crust White Spelt,1,5.39,5.39,0.27,0,5.12
Bread,851583,3/24/2024,Berlin Pizza Crust White Spelt,1,5.39,5.39,0.27,0,5.12
Bread,849587,3/4/2024,Crumbs Cookie Oatmeal Raisin,1,3.49,3.49,0,0,3.49
Bread,851171,3/20/2024,Crumbs Cookie Oatmeal Raisin,1,3.49,3.49,0.87,0,2.62
Bread,851487,3/23/2024,Crumbs Cookie Oatmeal Raisin,1,3.49,3.49,0.17,0,3.32
Bread,851646,3/25/2024,Crumbs Cookie Oatmeal Raisin,1,3.49,3.49,0.17,0,3.32
Bread,851812,3/27/2024,Crumbs Cookie Oatmeal Raisin,1,3.49,3.49,0,0,3.49
Bread,851812,3/27/2024,Crumbs Cookie Oatmeal Raisin,1,3.49,3.49,0,0,3.49
Bread,851813,3/27/2024,Crumbs Cookie Oatmeal Raisin,-1,3.49,-3.49,0,0,-3.49
Bread,851813,3/27/2024,Crumbs Cookie Oatmeal Raisin,-1,3.49,-3.49,0,0,-3.49
Bread,851902,3/28/2024,Crumbs Cookie Oatmeal Raisin,1,3.49,3.49,0,0,3.49
Bread,851950,3/29/2024,Crumbs Cookie Oatmeal Raisin,1,3.49,3.49,0.87,0,2.62
Bread,851950,3/29/2024,Crumbs Cookie Oatmeal Raisin,1,3.49,3.49,0.87,0,2.62
Bread,852718,4/6/2024,Crumbs Cookie Oatmeal Raisin,1,3.49,3.49,0,0,3.49
Bread,848983,2/26/2024,Crumbs Cookie Peanut Butter,1,3.49,3.49,0,0,3.49
Bread,848989,2/26/2024,Crumbs Cookie Peanut Butter,1,3.49,3.49,0.17,0,3.32
Bread,849158,2/28/2024,Crumbs Cookie Peanut Butter,1,3.49,3.49,0.87,0,2.62
Bread,849158,2/28/2024,Crumbs Cookie Peanut Butter,1,3.49,3.49,0.87,0,2.62
Bread,849849,3/6/2024,Crumbs Cookie Peanut Butter,1,3.49,3.49,0,0,3.49
Bread,850636,3/14/2024,Crumbs Cookie Peanut Butter,1,3.49,3.49,0.17,0,3.32
Bread,850644,3/14/2024,Crumbs Cookie Peanut Butter,1,3.49,3.49,0.35,0,3.14
Bread,850692,3/15/2024,Crumbs Cookie Peanut Butter,1,3.49,3.49,0,0,3.49
Bread,850779,3/16/2024,Crumbs Cookie Peanut Butter,1,3.49,3.49,0,0,3.49
Bread,850955,3/18/2024,Crumbs Cookie Peanut Butter,1,3.49,3.49,0.17,0,3.32
Bread,851087,3/19/2024,Crumbs Cookie Peanut Butter,1,3.49,3.49,0.35,0,3.14
Bread,848975,2/26/2024,Crumbs Pastry  Poppyseed,1,2.29,2.29,0,0,2.29
Bread,849056,2/27/2024,Crumbs Pastry  Poppyseed,1,2.29,2.29,0.11,0,2.18
Bread,849444,3/2/2024,Crumbs Pastry  Poppyseed,1,2.29,2.29,0,0,2.29
Bread,849444,3/2/2024,Crumbs Pastry  Poppyseed,1,2.29,2.29,0,0,2.29
Bread,851197,3/20/2024,Crumbs Pastry  Poppyseed,1,2.29,2.29,0.57,0,1.72
Bread,851197,3/20/2024,Crumbs Pastry  Poppyseed,1,2.29,2.29,0.57,0,1.72
Bread,849425,3/2/2024,Crumbs Pastry Apple Cinnamon,1,2.29,2.29,0.11,0,2.18
Bread,849425,3/2/2024,Crumbs Pastry Apple Cinnamon,1,2.29,2.29,0.11,0,2.18
Bread,849425,3/2/2024,Crumbs Pastry Apple Cinnamon,1,2.29,2.29,0.11,0,2.18
Bread,849425,3/2/2024,Crumbs Pastry Apple Cinnamon,1,2.29,2.29,0.11,0,2.18
Bread,850613,3/14/2024,Crumbs Pastry Apple Cinnamon,1,2.29,2.29,0.11,0,2.18
Bread,850953,3/18/2024,Crumbs Pastry Apple Cinnamon,1,2.29,2.29,0.11,0,2.18
Bread,849051,2/27/2024,Crumbs Pastry Date Nut,1,2.29,2.29,0,0,2.29
Bread,849077,2/27/2024,Crumbs Pastry Date Nut,1,2.29,2.29,0,0,2.29
Bread,849331,3/1/2024,Crumbs Pastry Date Nut,1,2.29,2.29,0.11,0,2.18
Bread,849491,3/2/2024,Crumbs Pastry Date Nut,1,2.29,2.29,0.11,0,2.18
Bread,849602,3/4/2024,Crumbs Pastry Date Nut,1,2.29,2.29,0,0,2.29
Bread,850343,3/12/2024,Crumbs Pastry Date Nut,1,2.29,2.29,0.11,0,2.18
Bread,844788,1/14/2024,Berlin Buns Burger Spelt,1,5.49,5.49,0,0,5.49
Bread,845781,1/25/2024,Berlin Buns Burger Spelt,1,5.49,5.49,0.27,0,5.22
Bread,846133,1/29/2024,Berlin Old Fashioned Sourdough Spelt (marked down past date),1,3.99,3.99,0,0,3.99
Bread,846601,2/2/2024,Berlin Old Fashioned Sourdough Spelt,1,5.79,5.79,1.45,0,4.34
Bread,851344,3/22/2024,Berlin Old Fashioned Sourdough Spelt,1,5.79,5.79,0.29,0,5.5
Bread,851593,3/25/2024,Berlin Old Fashioned Sourdough Spelt,1,5.79,5.79,0,0,5.79
Bread,845725,1/25/2024,Nature's Path Waffles Buckwheat  Wildberry Org GF,1,4.59,4.59,0,0,4.59
Bread,845933,1/27/2024,Nature's Path Waffles Buckwheat  Wildberry Org GF,1,4.59,4.59,0.23,0,4.36
Bread,846086,1/28/2024,Nature's Path Waffles Buckwheat  Wildberry Org GF,1,4.59,4.59,1.15,0,3.44
Bread,846775,2/4/2024,Nature's Path Waffles Buckwheat  Wildberry Org GF,1,4.59,4.59,0.23,0,4.36
Bread,847357,2/9/2024,Nature's Path Waffles Buckwheat  Wildberry Org GF,1,4.59,4.59,0,0,4.59
Bread,847530,2/11/2024,Nature's Path Waffles Buckwheat  Wildberry Org GF,1,4.59,4.59,0.23,0,4.36
Bread,848058,2/17/2024,Nature's Path Waffles Buckwheat  Wildberry Org GF,1,4.59,4.59,0.23,0,4.36
Bread,848176,2/18/2024,Nature's Path Waffles Buckwheat  Wildberry Org GF,1,4.59,4.59,1.15,0,3.44
Bread,848892,2/25/2024,Nature's Path Waffles Buckwheat  Wildberry Org GF,1,4.59,4.59,0.23,0,4.36
Bread,849558,3/3/2024,Nature's Path Waffles Buckwheat  Wildberry Org GF,1,4.59,4.59,0.23,0,4.36
Bread,849650,3/4/2024,Nature's Path Waffles Buckwheat  Wildberry Org GF,1,4.59,4.59,0.23,0,4.36
Bread,850141,3/9/2024,Nature's Path Waffles Buckwheat  Wildberry Org GF,1,4.59,4.59,0.23,0,4.36
Bread,850141,3/9/2024,Nature's Path Waffles Buckwheat  Wildberry Org GF,1,4.59,4.59,0.23,0,4.36
Bread,850197,3/10/2024,Nature's Path Waffles Buckwheat  Wildberry Org GF,1,4.59,4.59,0.23,0,4.36
Bread,850207,3/10/2024,Nature's Path Waffles Buckwheat  Wildberry Org GF,1,4.59,4.59,0.23,0,4.36
Bread,850232,3/10/2024,Nature's Path Waffles Buckwheat  Wildberry Org GF,1,4.59,4.59,1.15,0,3.44
Bread,850749,3/16/2024,Nature's Path Waffles Buckwheat  Wildberry Org GF,1,4.59,4.59,0.23,0,4.36
Bread,850891,3/17/2024,Nature's Path Waffles Buckwheat  Wildberry Org GF,1,4.59,4.59,0.23,0,4.36
Bread,850891,3/17/2024,Nature's Path Waffles Buckwheat  Wildberry Org GF,1,4.59,4.59,0.23,0,4.36
Bread,850891,3/17/2024,Nature's Path Waffles Buckwheat  Wildberry Org GF,1,4.59,4.59,0.23,0,4.36
Bread,851137,3/20/2024,Nature's Path Waffles Buckwheat  Wildberry Org GF,1,4.59,4.59,0.23,0,4.36
Bread,851474,3/23/2024,Nature's Path Waffles Buckwheat  Wildberry Org GF,1,4.59,4.59,0.23,0,4.36
Bread,851474,3/23/2024,Nature's Path Waffles Buckwheat  Wildberry Org GF,1,4.59,4.59,0.23,0,4.36
Bread,851972,3/29/2024,Nature's Path Waffles Buckwheat  Wildberry Org GF,1,4.59,4.59,0.23,0,4.36
Bread,852311,4/2/2024,Nature's Path Waffles Buckwheat  Wildberry Org GF,1,4.59,4.59,0.23,0,4.36
Bread,852916,4/7/2024,Nature's Path Waffles Buckwheat  Wildberry Org GF,1,4.59,4.59,0.23,0,4.36
Bread,852916,4/7/2024,Nature's Path Waffles Buckwheat  Wildberry Org GF,1,4.59,4.59,0.23,0,4.36
Bread,853498,4/13/2024,Nature's Path Waffles Buckwheat  Wildberry Org GF,1,4.59,4.59,0.23,0,4.36
Bread,853498,4/13/2024,Nature's Path Waffles Buckwheat  Wildberry Org GF,1,4.59,4.59,0.23,0,4.36
Bread,853498,4/13/2024,Nature's Path Waffles Buckwheat  Wildberry Org GF,1,4.59,4.59,0.23,0,4.36
Bread,853690,4/15/2024,Nature's Path Waffles Buckwheat  Wildberry Org GF,1,4.59,4.59,0.23,0,4.36
Bread,844547,1/12/2024,Crumbs Crackers Garlic Spelt,1,6.99,6.99,0.35,0,6.64
Bread,845625,1/24/2024,Crumbs Crackers Garlic Spelt,1,6.99,6.99,0.7,0,6.29
Bread,846537,2/2/2024,Crumbs Crackers Garlic Spelt,1,6.99,6.99,0.35,0,6.64
Bread,847207,2/8/2024,Crumbs Crackers Garlic Spelt,1,6.99,6.99,0.7,0,6.29
Bread,848175,2/18/2024,Crumbs Crackers Garlic Spelt,1,6.99,6.99,0.35,0,6.64
Bread,849336,3/1/2024,Crumbs Crackers Garlic Spelt,1,6.99,6.99,0.35,0,6.64
Bread,849336,3/1/2024,Crumbs Crackers Garlic Spelt,1,6.99,6.99,0.35,0,6.64
Bread,849831,3/6/2024,Crumbs Crackers Garlic Spelt,1,6.99,6.99,0.35,0,6.64
Bread,850406,3/12/2024,Crumbs Crackers Garlic Spelt,1,6.99,6.99,0,0,6.99
Bread,851465,3/23/2024,Crumbs Crackers Garlic Spelt,1,6.99,6.99,0.35,0,6.64
Bread,852726,4/6/2024,Crumbs Crackers Garlic Spelt,1,6.99,6.99,0.35,0,6.64
Bread,843788,1/3/2024,Crumbs Crackers Rye,1,6.99,6.99,1.4,0,5.59
Bread,843788,1/3/2024,Crumbs Crackers Rye,1,6.99,6.99,1.4,0,5.59
Bread,852463,4/3/2024,Crumbs Crackers Rye,1,6.99,6.99,0.7,0,6.29
Bread,843788,1/3/2024,Crumbs Crackers Spelt,1,6.99,6.99,1.4,0,5.59
Bread,845453,1/22/2024,Crumbs Crackers Spelt,1,6.99,6.99,0,0,6.99
Bread,850503,3/13/2024,Crumbs Crackers Spelt,1,6.99,6.99,0.35,0,6.64
Bread,851465,3/23/2024,Crumbs Crackers Spelt,1,6.99,6.99,0.35,0,6.64
Bread,852920,4/7/2024,Crumbs Crackers Spelt,1,6.99,6.99,0.35,0,6.64
Bread,849614,3/4/2024,Crumbs Cookie Peanut Butter Chocolate Chip,1,3.49,3.49,0,0,3.49
Bread,849663,3/4/2024,Crumbs Cookie Peanut Butter Chocolate Chip,1,3.49,3.49,0.87,0,2.62
Bread,849847,3/6/2024,Crumbs Cookie Peanut Butter Chocolate Chip,1,3.49,3.49,0,0,3.49
Bread,850358,3/12/2024,Crumbs Cookie Peanut Butter Chocolate Chip,1,3.49,3.49,0.87,0,2.62
Bread,850376,3/12/2024,Crumbs Cookie Peanut Butter Chocolate Chip,1,3.49,3.49,0,0,3.49
Bread,850492,3/13/2024,Crumbs Cookie Peanut Butter Chocolate Chip,1,3.49,3.49,0,0,3.49
Bread,850492,3/13/2024,Crumbs Cookie Peanut Butter Chocolate Chip,1,3.49,3.49,0,0,3.49
Bread,850560,3/14/2024,Crumbs Cookie Peanut Butter Chocolate Chip,1,3.49,3.49,0.87,0,2.62
Bread,850578,3/14/2024,Crumbs Cookie Peanut Butter Chocolate Chip,1,3.49,3.49,0,0,3.49
Bread,850974,3/18/2024,Crumbs Cookie Peanut Butter Chocolate Chip,1,3.49,3.49,0,0,3.49
Bread,850985,3/18/2024,Crumbs Cookie Peanut Butter Chocolate Chip,1,3.49,3.49,0,0,3.49
Bread,851148,3/20/2024,Crumbs Cookie Peanut Butter Chocolate Chip,1,3.49,3.49,0.87,0,2.62
Bread,851151,3/20/2024,Crumbs Cookie Peanut Butter Chocolate Chip,1,3.49,3.49,0.87,0,2.62
Bread,851950,3/29/2024,Crumbs Cookie Peanut Butter Chocolate Chip,1,3.49,3.49,0.87,0,2.62
Bread,844852,1/15/2024,Food For Life Ezekiel  English Muffins W/raisins,1,8.49,8.49,0,0,8.49
Bread,846946,2/6/2024,Food For Life Ezekiel  English Muffins W/raisins,1,8.49,8.49,0,0,8.49
Bread,848983,2/26/2024,Crumbs Cookie Oatmeal Spice,1,3.49,3.49,0,0,3.49
Bread,848997,2/26/2024,Crumbs Cookie Oatmeal Spice,1,3.49,3.49,0,0,3.49
Bread,848997,2/26/2024,Crumbs Cookie Oatmeal Spice,1,3.49,3.49,0,0,3.49
Bread,849060,2/27/2024,Crumbs Cookie Oatmeal Spice,1,3.49,3.49,0.17,0,3.32
Bread,849122,2/28/2024,Crumbs Cookie Oatmeal Spice,1,3.49,3.49,0.17,0,3.32
Bread,849452,3/2/2024,Crumbs Cookie Oatmeal Spice,1,3.49,3.49,0,0,3.49
Bread,849747,3/5/2024,Crumbs Cookie Oatmeal Spice,1,3.49,3.49,0,0,3.49
Bread,849966,3/7/2024,Crumbs Cookie Oatmeal Spice,1,3.49,3.49,0.17,0,3.32
Bread,850644,3/14/2024,Crumbs Cookie Oatmeal Spice,1,3.49,3.49,0.35,0,3.14
Bread,851043,3/19/2024,Crumbs Cookie Oatmeal Spice,1,3.49,3.49,0,0,3.49
Bread,851759,3/27/2024,Crumbs Cookie Oatmeal Spice,1,3.49,3.49,0,0,3.49
Bread,844549,1/12/2024,Berlin Bread Sprouted Biblical Spelt 22oz,1,6.59,6.59,0,0,6.59
Bread,851326,3/22/2024,Berlin Bread Sprouted Biblical Spelt 22oz,1,6.59,6.59,0.33,0,6.26
Bread,852306,3/31/2024,Berlin Bread Sprouted Biblical Spelt 22oz,1,0,0,0,0,0
Bread,844502,1/11/2024,Berlin Pumpkin Streusel Tea Bread 1lb,1,6.89,6.89,0,0,6.89
Bread,844717,1/13/2024,Berlin Pumpkin Streusel Tea Bread 1lb,1,6.89,6.89,0.34,0,6.55
Bread,847699,2/13/2024,Berlin Pumpkin Streusel Tea Bread 1lb,1,6.89,6.89,1.72,0,5.17
Bread,850031,3/8/2024,Berlin Pumpkin Streusel Tea Bread 1lb,1,6.89,6.89,1.72,0,5.17
Bread,851556,3/24/2024,Berlin Pumpkin Streusel Tea Bread 1lb,1,6.89,6.89,0.34,0,6.55
Bread,851601,3/25/2024,Berlin Pumpkin Streusel Tea Bread 1lb,1,6.89,6.89,0,0,6.89
Bread,843993,1/5/2024,Food For Life Tortillas Brown Rice GF,1,4.69,4.69,0.47,0,4.22
Bread,844178,1/7/2024,Food For Life Tortillas Brown Rice GF,1,4.69,4.69,0,0,4.69
Bread,844232,1/8/2024,Food For Life Tortillas Brown Rice GF,1,4.69,4.69,0,0,4.69
Bread,844232,1/8/2024,Food For Life Tortillas Brown Rice GF,1,4.69,4.69,0,0,4.69
Bread,844232,1/8/2024,Food For Life Tortillas Brown Rice GF,1,4.69,4.69,0,0,4.69
Bread,845471,1/22/2024,Food For Life Tortillas Brown Rice GF,1,4.69,4.69,0,0,4.69
Bread,845471,1/22/2024,Food For Life Tortillas Brown Rice GF,1,4.69,4.69,0,0,4.69
Bread,847555,2/11/2024,Food For Life Tortillas Brown Rice GF,1,4.69,4.69,0.23,0,4.46
Bread,849430,3/2/2024,Food For Life Tortillas Brown Rice GF,1,4.69,4.69,0.23,0,4.46
Bread,851442,3/23/2024,Food For Life Tortillas Brown Rice GF,1,4.69,4.69,0.23,0,4.46
Bread,851583,3/24/2024,Wholly Wholesome Pie & Pastry Dough 2,1,7.39,7.39,0.37,0,7.02
Bread,844825,1/15/2024,Kinnikinnick Bread GF Multigrain,1,5.39,5.39,0,0,5.39
Bread,845313,1/20/2024,Kinnikinnick Bread GF Multigrain,1,5.39,5.39,0,0,5.39
Bread,845745,1/25/2024,Kinnikinnick Bread GF Multigrain,1,5.39,5.39,0.81,0,4.58
Bread,845745,1/25/2024,Kinnikinnick Bread GF Multigrain,1,5.39,5.39,0.81,0,4.58
Bread,845880,1/26/2024,Kinnikinnick Bread GF Multigrain,1,5.39,5.39,0,0,5.39
Bread,846474,2/1/2024,Kinnikinnick Bread GF Multigrain,1,5.39,5.39,0.54,0,4.85
Bread,846474,2/1/2024,Kinnikinnick Bread GF Multigrain,1,5.39,5.39,0.54,0,4.85
